id_pokedex,type,type_two,name,height,weight,category,ability,ability_two,weakness,weakness_two,description,HP,Attack,Defense,Special_Attack,Special_Defense,Speed
765,Normal,Psychic,Oranguru,1.5,76.0,Sage,Inner Focus,Telepathy,Dark,Bug,"Known for its extreme intelligence, this Pokémonwill look down on inexperienced Trainers, so itsbest suited to veteran Trainers.",6,4,5,6,7,4
766,Fighting,,Passimian,2.0,82.8,Teamwork,Receiver,,Psychic,Flying,They form groups of roughly 20 individuals.Their mutual bond is remarkable—they will neverlet down a comrade.,6,8,6,3,4,5
767,Bug,Water,Wimpod,0.5,12.0,Turn Tail,Wimp Out,,Flying,Electric,"This Pokémon is a coward. As it desperatelydashes off, the flailing of its many legs leaves asparkling clean path in its wake.",2,3,3,2,2,5
768,Bug,Water,Golisopod,2.0,108.0,Hard Scale,Emergency Exit,,Flying,Electric,"With a flashing slash of its giant sharp claws,it cleaves seawater—or even air—right in two.",5,8,9,4,6,3
769,Ghost,Ground,Sandygast,0.5,70.0,Sand Heap,Water Compaction,,Ghost,Dark,"Born from a sand mound playfully built by achild, this Pokémon embodies the grudges ofthe departed.",4,4,5,5,3,1
770,Ghost,Ground,Palossand,1.3,250.0,Sand Castle,Water Compaction,,Ghost,Dark,"Possessed people controlled by this Pokémontransformed its sand mound into a castle. As itevolved, its power to curse grew ever stronger.",5,5,7,6,5,3
771,Water,,Pyukumuku,0.3,1.2,Sea Cucumber,Innards Out,,Grass,Electric,"It lives in shallow seas, such as areas near abeach. It can eject its internal organs, which ituses to engulf its prey or battle enemies.",4,4,8,2,8,1
772,Normal,,Type Null,1.9,120.5,Synthetic,Battle Armor,,Fighting,,The heavy control mask it wears suppresses itsintrinsic capabilities. This Pokémon has somehidden special power.,6,6,6,6,6,4
773,Normal,,Silvally,2.3,100.5,Synthetic,RKS System,,Fighting,,"Its trust in its partner is what awakens it.This Pokémon is capable of changing its type,a flexibility that is well displayed in battle.",6,6,6,6,6,6
774,Rock,Flying,Minior,0.3,40.0,Meteor,Shields Down,,Steel,Water,"Originally making its home in the ozone layer,it hurtles to the ground when the shell enclosingits body grows too heavy.",4,4,6,4,6,4
775,Normal,,Komala,0.4,19.9,Drowsing,Comatose,,Fighting,,"It is born asleep, and it dies asleep. All itsmovements are apparently no more than theresults of it tossing and turning in its dreams.",4,7,4,5,6,4
776,Fire,Dragon,Turtonator,2.0,212.0,Blast Turtle,Shell Armor,,Ground,Rock,The shell on its back is chemically unstableand explodes violently if struck. The hole in itsstomach is its weak point.,4,5,8,6,5,3
777,Electric,Steel,Togedemaru,0.3,3.3,Roly-Poly,Lightning Rod,Iron Barbs,Fire,Fighting,"The spiny fur on its back is normally at rest.When this Pokémon becomes agitated, its furstands on end and stabs into its attackers.",4,6,4,3,5,6
778,Ghost,Fairy,Mimikyu,0.2,0.7,Disguise,Disguise,,Ghost,Steel,Its actual appearance is unknown. A scholarwho saw what was under its rag wasoverwhelmed by terror and died from the shock.,4,6,5,3,7,6
779,Water,Psychic,Bruxish,0.9,19.0,Gnash Teeth,Strong Jaw,Dazzling,Ghost,Dark,"When it unleashes its psychic power from theprotuberance on its head, the grating soundof grinding teeth echoes through the area.",4,7,5,5,5,6
780,Normal,Dragon,Drampa,3.0,185.0,Placid,Sap Sipper,Berserk,Fairy,Fighting,"It has a compassionate personality, but if it isangered, it completely destroys its surroundingswith its intense breath.",5,4,5,8,6,3
781,Ghost,Grass,Dhelmise,3.9,210.0,Sea Creeper,Steelworker,,Ghost,Fire,"Swinging its massive anchor, it can KO Wailordin a single blow. What appears to be greenseaweed is actually its body.",5,8,6,6,6,3
782,Dragon,,Jangmo-o,0.6,29.7,Scaly,Soundproof,Bulletproof,Fairy,Ice,It expresses its feelings by smackingits scales. Metallic sounds echo throughthe tall mountains where Jangmo-o lives.,3,4,4,3,3,3
783,Dragon,Fighting,Hakamo-o,1.2,47.0,Scaly,Soundproof,Bulletproof,Fairy,Flying,It leaps at its prey with a courageous shout.Its scaly punches tear its opponents to shreds.,4,5,6,4,5,4
784,Dragon,Fighting,Kommo-o,1.6,78.2,Scaly,Soundproof,Bulletproof,Fairy,Flying,"When it spots enemies, it threatens them byjingling the scales on its tail. Weak opponentswill crack and flee in panic.",5,7,8,6,7,5
785,Electric,Fairy,Tapu Koko,1.8,20.5,Land Spirit,Electric Surge,,Poison,Ground,This guardian deity of Melemele is brimming withcuriosity. It summons thunderclouds and storestheir lightning inside its body.,5,7,5,6,5,8
786,Psychic,Fairy,Tapu Lele,1.2,18.6,Land Spirit,Psychic Surge,,Ghost,Steel,This guardian deity of Akala is guilelessly cruel.The fragrant aroma of flowers is the source ofits energy.,5,5,5,8,7,6
787,Grass,Fairy,Tapu Bulu,1.9,45.5,Land Spirit,Grassy Surge,,Steel,Fire,"It pulls large trees up by the roots and swingsthem around. It causes vegetation to grow,and then it absorbs energy from the growth.",5,8,7,5,6,5
788,Water,Fairy,Tapu Fini,1.3,21.2,Land Spirit,Misty Surge,,Grass,Electric,The dense fog it creates brings the downfalland destruction of its confused enemies.Ocean currents are the source of its energy.,5,5,7,6,8,5
789,Psychic,,Cosmog,0.2,0.1,Nebula,Unaware,,Ghost,Dark,Its body is gaseous and frail. It slowly grows asit collects dust from the atmosphere.,3,2,2,2,2,3
790,Psychic,,Cosmoem,0.1,999.9,Protostar,Sturdy,,Ghost,Dark,"Motionless as if dead, its body is faintly warm tothe touch. In the distant past, it was called thecocoon of the stars.",3,2,8,2,8,3
791,Psychic,Steel,Solgaleo,3.4,230.0,Sunne,Full Metal Body,,Ghost,Fire,It is said to live in another world. The intenselight it radiates from the surface of its body canmake the darkest of nights light up like midday.,9,9,7,7,6,6
792,Psychic,Ghost,Lunala,4.0,120.0,Moone,Shadow Shield,,Ghost,Dark,"It is said to be a female evolution of Cosmog.When its third eye activates, away it flies toanother world.",9,7,6,9,7,6
793,Rock,Poison,Nihilego,1.2,55.5,Parasite,Beast Boost,,Steel,Water,One of several mysterious Ultra Beasts. Peopleon the street report observing those infestedby it suddenly becoming violent.,7,4,3,8,8,7
794,Bug,Fighting,Buzzwole,2.4,333.6,Swollen,Beast Boost,,Fire,Psychic,"This Ultra Beast appeared from another world.It shows off its body, but whether that displayis a boast or a threat remains unclear.",7,9,9,4,4,5
795,Bug,Fighting,Pheromosa,1.8,25.0,Lissome,Beast Boost,,Fire,Psychic,"One of the dangerous Ultra Beasts, it has beenspotted running across the land atterrific speeds.",5,9,3,9,3,9
796,Electric,,Xurkitree,3.8,100.0,Glowing,Beast Boost,,Ground,,"One of the mysterious life-forms known as UltraBeasts. Astonishing electric shocks emanatefrom its entire body, according to witnesses.",5,6,5,11,5,5
797,Steel,Flying,Celesteela,9.2,999.9,Launch,Beast Boost,,Fire,Electric,It appeared from the Ultra Wormhole. Witnessesobserved it flying across the sky at high speed.,6,6,7,7,6,4
798,Grass,Steel,Kartana,0.3,0.1,Drawn Sword,Beast Boost,,Fire,Fighting,"This Ultra Beast came from the Ultra Wormhole.It seems not to attack enemies on its own, butits sharp body is a dangerous weapon in itself.",4,11,8,4,2,7
799,Dark,Dragon,Guzzlord,5.5,888.0,Junkivore,Beast Boost,,Fairy,Fighting,"It has gobbled mountains and swallowed wholebuildings, according to reports. Its one of theUltra Beasts.",14,6,4,6,4,3
800,Psychic,,Necrozma,2.4,230.0,Prism,Prism Armor,,Ghost,Dark,"Reminiscent of the Ultra Beasts, this life-form,apparently asleep underground, is thought tohave come from another world in ancient times.",6,7,6,8,6,5
801,Steel,Fairy,Magearna,1.0,80.5,Artificial,Soul-Heart,,Fire,Ground,"This artificial Pokémon, constructed more than500 years ago, can understand human speechbut cannot itself speak.",5,6,7,8,7,4
802,Fighting,Ghost,Marshadow,0.7,22.2,Gloomdweller,Technician,,Ghost,Psychic,"It slips into the shadows of others and mimicstheir powers and movements. As it improves, itbecomes stronger than those its imitating.",6,8,5,6,6,8
803,Poison,,Poipole,0.6,1.8,Poison Pin,Beast Boost,,Psychic,Ground,This Ultra Beast is well enough liked to bechosen as a first partner in its own world.,4,5,4,5,4,5
804,Poison,Dragon,Naganadel,3.6,150.0,Poison Pin,Beast Boost,,Psychic,Ground,It stores hundreds of liters of poisonous liquidinside its body. It is one of the organisms knownas UBs.,5,5,5,8,5,8
805,Rock,Steel,Stakataka,5.5,820.0,Rampart,Beast Boost,,Water,Fighting,It appeared from an Ultra Wormhole. Each oneappears to be made up of many life-formsstacked one on top of each other.,4,8,13,4,6,1
806,Fire,Ghost,Blacephalon,1.8,13.0,Fireworks,Beast Boost,,Water,Ghost,"It slithers toward people. Then, without warning,it triggers the explosion of its own head.Its apparently one kind of Ultra Beast.",4,8,4,9,5,7
807,Electric,,Zeraora,1.5,44.5,Thunderclap,Volt Absorb,,Ground,,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, theyll be electrocuted by the flying sparks.",6,7,5,6,5,9
808,Steel,,Meltan,0.2,8.0,Hex Nut,,,Fire,Fighting,"It melts particles of iron and other metals foundin the subsoil, so it can absorb them into itsbody of molten steel.",3,4,4,4,3,2
809,Steel,,Melmetal,2.5,800.0,Hex Nut,,,Fire,Fighting,"Revered long ago for its capacity to create ironfrom nothing, for some reason it has come backto life after 3,000 years.",8,9,9,5,4,2
